name,developers,publishers,appid,type,price,positive-ratings,negative-ratings,release-date,genres,tags,platforms
Daybringer Demo,['DarkLab Games'],['DarkLab Games'],1274120,demo,$0.00,0,0,"Apr 29, 2020",['Free To Play'],,['windows']
HYPERCHARGE: Unboxed Demo,['Digital Cybercherries'],['Digital Cybercherries'],1274130,demo,$0.00,0,0,"Apr 27, 2020","['Action', 'Adventure', 'Casual', 'Strategy']",,['windows']
One Dreamer: Prologue,['One Dreamer Company'],['F2House'],1274140,game,$0.00,765,31,"May 7, 2020","['Free To Play', 'Indie']","Free to Play, Programming, Logic, Story Rich, Indie, Pixel Graphics, Adventure, Interactive Fiction, Game Development, Puzzle-Platformer, Casual, Point & Click, Narrative, Linear, Atmospheric, Emotional, Singleplayer, Soundtrack, 2D, 2.5D","['windows', 'mac', 'linux']"
Shoot Covid-19 | 消灭新冠肺炎,['Gamer CDC'],['Gamer CDC'],1274150,game,$2.99,5,6,"Sep 3, 2020","['Action', 'Simulation']","Action, Simulation, Casual, FPS, Shooter",['windows']
Tower ships,['Dr DD'],['Dr DD'],1274180,game,$6.99,0,0,"Apr 28, 2020",['Indie'],,['windows']
Southern cross Battle force,['226GameStudio'],['226GameStudio'],1274190,game,$2.99,2,0,"Aug 11, 2020","['Action', 'Casual', 'Indie']","Arcade, Casual, Action, Pixel Graphics, 2D Platformer, Bullet Hell, Shooter, Flight, Indie, Old School, Sci-fi, Singleplayer",['windows']
Enamored Risks,['Crystal Game Works'],['Crystal Game Works'],1274200,game,$0.00,163,25,"Apr 27, 2020","['Casual', 'Indie', 'RPG', 'Simulation', 'Free To Play']","Visual Novel, Casual, Dating Sim, Otome, Romance, LGBTQ+, Anime, Free to Play, Mystery, Indie, Female Protagonist, Singleplayer, Choices Matter, Cute, Story Rich, Choose Your Own Adventure, Simulation, 2D, Drama, RPG",['windows']
WizardChess,['TwoPM Studios'],['2 Left Thumbs'],1274210,game,$14.99,61,14,"Dec 14, 2024","['Indie', 'Strategy']","Pixel Graphics, Chess, Fantasy, Rogue-like, Tactical, Board Game, Singleplayer, Roguelike Deckbuilder, Turn-Based Strategy, Tabletop, Deckbuilding, Arcade, Grid-Based Movement, Turn-Based, Cartoony, Turn-Based Tactics, Comedy, Early Access, Strategy, Procedural Generation","['windows', 'mac']"
The Song of the Fae Demo,['TwoPM Studios'],['TwoPM Studios'],1274220,demo,$0.00,0,0,"Mar 31, 2020","['Indie', 'Strategy']",,"['windows', 'mac']"
Legend of Kendor,['pickysource'],['pickysource'],1274230,game,$10.99,23,7,"Dec 1, 2022","['Action', 'Adventure', 'Indie', 'Early Access']","Action, Rogue-like, Action Roguelike, Procedural Generation, Adventure, Arcade, Indie, Top-Down, Dungeon Crawler, Loot, Pixel Graphics, Cute, Fantasy, Replay Value, Casual, Local Co-Op, Singleplayer, Early Access",['windows']
Fire for Effect,['Absolute Jet'],['Absolute Jet'],1274250,game,$2.99,2,2,"Apr 13, 2020","['Action', 'Casual', 'Indie', 'Strategy']","Action, Indie, Casual, Strategy, Shooter",['windows']
Blue Flame,"[""Fox's Sake Studio""]","[""Fox's Sake Studio""]",1274280,game,$4.99,8,0,"Jan 29, 2021","['Action', 'Adventure', 'Indie']","Twin Stick Shooter, Top-Down Shooter, Top-Down, 2D, Pixel Graphics, Exploration, Difficult, Medieval, Open World, Singleplayer, Atmospheric, Dystopian , Fantasy, Magic, Souls-like, Action-Adventure, Adventure, Dark Fantasy, Lore-Rich, Story Rich",['windows']
Kidnapped Girl,['TroyHolman'],['TroyHolman'],1274290,game,$0.00,5483,892,"Jun 15, 2020","['Adventure', 'Casual', 'Indie', 'Simulation', 'Free To Play']","Sexual Content, Free to Play, Visual Novel, Anime, Nudity, Mature, Simulation, Hentai, Indie, Romance, Casual, Adventure, Violent, Choices Matter, Cute, Multiple Endings, Story Rich, Great Soundtrack, Comedy, First-Person",['windows']
Cyber Agent,['BambuseaeGames'],[' DigitalDream'],1274300,game,$1.99,351,131,"Jun 8, 2020","['Action', 'Indie', 'Simulation']","Sexual Content, Nudity, Mature, Anime, Visual Novel, Indie, Action, Simulation, Tower Defense, Shooter, Hentai, Singleplayer, Survival",['windows']
东方鬼神玉 ~ I wanna be the Yin-Yang orb,['Popover Studio'],['Popover Studio'],1274310,game,$3.99,14,9,"May 17, 2020",['Indie'],"Indie, Bullet Hell, Side Scroller, Difficult, Anime, Singleplayer, Shoot 'Em Up, Faith",['windows']
Blue Flame Demo,"[""Fox's Sake Studio""]","[""Fox's Sake Studio""]",1274330,demo,$0.00,0,0,"Oct 6, 2020","['Action', 'Adventure', 'Indie', 'RPG']",,['windows']
ColorsInvasion,['Color Games'],['A. Cardinaux'],1274340,game,$0.99,3,0,"Apr 27, 2020","['Action', 'Indie']","Action, Retro, Aliens, Shooter, Singleplayer",['windows']
幽灵高校(Ghost College),['血色双眸'],['血色双眸'],1274360,game,$0.00,331,99,"May 28, 2021","['Adventure', 'Free To Play', 'Indie', 'RPG']","Survival Horror, RPG, 2D Platformer, Action-Adventure, 2D, Horror, Text-Based, Detective, Adventure, Free to Play, Puzzle, Minimalist, Abstract, Hand-drawn, Indie, Fantasy, Sci-fi, Thriller, Casual, Interactive Fiction",['windows']
Etheldia Pepper,['Etheldia'],['Etheldia'],1274380,game,$4.99,2,0,"Apr 14, 2020","['Adventure', 'RPG']","RPG, Adventure, Fantasy, Pixel Graphics, JRPG",['windows']
Bud Masters - Battle Edition,['Other Account Games'],['The Streets Network'],1274390,game,$9.99,5,0,"Apr 19, 2020","['Casual', 'Strategy', 'Early Access']","Casual, Strategy, Early Access, Card Game, Card Battler, Trading Card Game, Abstract, Top-Down, Comedy, Funny, Gambling, Parody , Psychedelic, Retro, Deckbuilding, PvP, Multiplayer, Singleplayer, Indie",['windows']
Prisoner Breaker,['Aaron Dodo'],['Aaron Dodo'],1274400,game,$7.99,0,0,"Apr 14, 2020","['Indie', 'Simulation', 'Strategy']",,['windows']
Jack Walker: Ethereal,['ROG STUDIOS'],['ROG STUDIOS'],1274440,game,$39.99,11,2,"Oct 14, 2020","['Action', 'Adventure', 'RPG', 'Early Access']","Early Access, Action, Adventure, RPG, Hero Shooter, Sci-fi, Action-Adventure, Action RPG, Shooter, Arena Shooter, Shoot 'Em Up, VR, First-Person, Space, Hack and Slash, Co-op, Singleplayer, Local Co-Op, Local Multiplayer, Online Co-Op",['windows']
Love Wish 2 18+ FREE DLC,['Double W'],['Toffee Cafe'],1274460,dlc,$0.00,0,0,"Jun 16, 2020","['Casual', 'RPG']",,['windows']
Heim,['Tom Ryckeboer'],['Tom Ryckeboer'],1274470,game,$9.99,2,0,"Dec 3, 2021","['Action', 'Adventure', 'Indie', 'RPG']","Action, Indie, Adventure, RPG",['windows']
Green Project,"['Zerone Games', 'Dawson Dewulf']",['Zerone Games'],1274490,game,$5.99,1101,264,"May 16, 2020","['Indie', 'Simulation']","Indie, Simulation, Survival, Post-apocalyptic, Farming Sim, Pixel Graphics, Dark Comedy, Singleplayer, Crafting, 2D",['windows']
Sacrifice Your Friends Demo,['ASTROLABE Interactive Inc.'],['ASTROLABE Interactive Inc.'],1274500,demo,$0.00,0,0,"Mar 28, 2020","['Action', 'Adventure', 'Casual', 'Indie']",,['windows']
Gorilla Guerrillas,['Bad Logic Studios'],['Bad Logic Studios'],1274530,game,$0.00,0,0,Coming Soon,"['Action', 'Adventure', 'Indie']",,['windows']
Dragon Storm,['Castiel'],['SA Industry'],1274550,game,$0.99,6,23,"Apr 15, 2020",['Action'],"Action, Shooter, Zombies, Stealth, Singleplayer",['windows']
Matergari: Below Valesia,['Quantum Sufficit'],['Quantum Sufficit'],1274560,game,$9.99,4,1,"Nov 4, 2021","['Adventure', 'Casual', 'Indie', 'RPG', 'Early Access']","Adventure, RPG, Indie, Casual, Early Access, Fantasy, Singleplayer, Action RPG, Action Roguelike, Dungeon Crawler, Hack and Slash, 2D, Pixel Graphics, Loot, Isometric, Funny, Magic, Medieval, Old School, Family Friendly",['windows']
DEVOUR,['Straight Back Games'],['Straight Back Games'],1274570,game,$9.99,74991,7445,"Jan 28, 2021",['Indie'],"Horror, Online Co-Op, Multiplayer, Survival Horror, Sexual Content, Co-op, Psychological Horror, Dark, Survival, First-Person, VR, Atmospheric, Indie, Difficult, Gore, Puzzle, Singleplayer, Violent, Action, Stealth","['windows', 'mac']"
Squishy Sports,['MADE BY TITANS'],['MADE BY TITANS'],1274590,game,$0.00,0,0,Coming Soon,"['Action', 'Casual', 'Indie', 'Sports']",,['windows']
Ashwalkers,['Nameless XIII'],"['Dear Villagers', '24 Entertainment']",1273690,game,$11.99,138,49,"Apr 15, 2021","['Adventure', 'Indie']","Adventure, Survival, Post-apocalyptic, Resource Management, Indie, Multiple Endings, Narrative, Choices Matter, Interactive Fiction, Choose Your Own Adventure, Survival Horror, 3D, Stylized, Atmospheric, Management, Mystery, Dark, Emotional, Conversation, Nonlinear",['windows']
King of Crabs,"['Robot Squid', 'Spilt Milk Studios Ltd']",['Robot Squid'],1273710,game,$0.00,7099,1877,"Sep 25, 2023","['Action', 'Casual', 'Massively Multiplayer', 'Free To Play']","Exploration, PvE, Hack and Slash, Top-Down Shooter, PvP, Battle Royale, Shooter, Controller, Arcade, Dark Humor, Realistic, Character Customization, Funny, 3D, Casual, Colorful, Family Friendly, Action, Nature, Survival",['windows']
As Aventuras do Cueca Listrada,['Carlos Martins'],['Carlos Martins - Blue Crab'],1273740,game,$0.99,5,0,"Jul 12, 2022","['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']","Action, Casual, Adventure, Indie, Strategy",['windows']
Button City,['Subliminal'],"['Subliminal', 'Wings']",1273750,game,$19.99,140,6,"Aug 9, 2021","['Adventure', 'Casual', 'Indie']","Arcade, Point & Click, Funny, Adventure, Narrative, Wholesome, Exploration, Cute, Comedy, Story Rich, Colorful, 3D, Interactive Fiction, Minigames, Relaxing, Cozy, Indie, 1990's, Singleplayer, Action-Adventure","['windows', 'mac']"
Peekaboo Collection - 3 Tales of Horror,['Vidas Salavejus'],['Vidas Salavejus'],1273780,game,$2.99,31,10,"Apr 14, 2020",['Indie'],"Indie, Violent, Gore, Horror, Psychological Horror, First-Person, Great Soundtrack, Atmospheric, 3D, Blood, Female Protagonist, Supernatural, Surreal, Psychological, Multiple Endings, Colorful",['windows']
Empires and Tribes,['White Vertex Studios'],['White Vertex Studios'],1273790,game,$24.99,280,130,"Dec 21, 2023",['Strategy'],"City Builder, Building, Crafting, Medieval, Base-Building, Real-Time, RTS, Strategy, RPG, First-Person, 3D, Open World, Simulation, Combat, Singleplayer, Colony Sim, Economy, Early Access","['windows', 'mac']"
Vaccine,['Adam Thompson'],['Adam Thompson'],1273800,game,$1.99,15,2,"Apr 13, 2020","['Casual', 'Indie', 'Simulation', 'Strategy']","Puzzle, Singleplayer, Logic, Relaxing, Casual, Hex Grid, Rogue-like, Minimalist, Procedural Generation, Survival, Strategy, Perma Death, Turn-Based Tactics, Difficult, Science, 2D, Abstract, Short, Mouse only, Choices Matter","['windows', 'mac']"
MicroMan,['Glob Games Studio'],['Glob Games Studio'],1273820,game,$0.00,0,0,Coming Soon,"['Action', 'Adventure', 'Indie', 'Simulation']",,['windows']
Deity,['God Send'],['God Send'],1273830,game,$0.00,0,0,Coming Soon,"['Action', 'Adventure', 'Indie']",,"['windows', 'mac']"
Koala Kids Soundtrack,['Doomster Entertainment'],['Doomster Entertainment'],1273850,music,$0.99,0,0,"Mar 24, 2020",[],,"['windows', 'mac', 'linux']"
Fantasy Memory Card Game - Expansion Pack 8,['Memory Card Game'],,1273860,dlc,$0.49,0,0,"Mar 28, 2020","['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",,['windows']
Near The Sol Demo,['WellTide'],['WellTide'],1273880,demo,$0.00,0,0,"Apr 17, 2020",[],,"['windows', 'mac', 'linux']"
Bastard Little Zombie,['Alberto Tirelli'],['Alberto Tirelli'],1273890,game,$1.99,5,0,"Apr 9, 2020","['Adventure', 'Indie']","Indie, Adventure, Difficult, Puzzle-Platformer, 2D Platformer, Strategy",['windows']
3DRPG Soundtrack,['Doomster Entertainment'],['Doomster Entertainment'],1273910,music,$0.99,0,0,"Mar 25, 2020",[],,"['windows', 'mac', 'linux']"
Dark Romance: Ashville Collector's Edition,['Domini Games'],['Big Fish Games'],1273920,game,$9.99,13,1,"Mar 27, 2020","['Adventure', 'Casual']","Adventure, Casual, Hidden Object, Point & Click, Mystery",['windows']
Hard Rock Pinball,['Jeferson Dias'],['Jeferson Dias'],1273930,game,$1.99,9,2,"Apr 15, 2020",['Casual'],"Casual, Pinball, Indie, Arcade, Singleplayer, Simulation, 2D, Difficult, Colorful, Hand-drawn, Rock Music",['windows']
Fight with love - deckbuilder datingsim,['Marginal_act'],['Marginal_act'],1273940,game,$13.99,4,7,"Aug 13, 2021","['Action', 'Indie', 'Strategy']","Card Battler, Rogue-lite, Card Game, Rogue-like, RPG, Deckbuilding, Turn-Based Combat, Atmospheric, Choices Matter, Turn-Based, Story Rich, Dark Humor, Grand Strategy, Comic Book, 2D, Choose Your Own Adventure, Singleplayer, Hand-drawn, Indie, Simulation",['windows']
"Rainbows, toilets & unicorns - Influencerama",['Highwalls'],,1273960,dlc,$1.99,0,0,"Apr 17, 2020","['Action', 'Casual', 'Indie']",,"['windows', 'mac']"
"Rainbows, toilets & unicorns - Political Drama",['Highwalls'],,1273961,dlc,$1.99,0,0,"Apr 17, 2020",['Action'],,"['windows', 'mac']"
"Rainbows, toilets & unicorns - Outraged & offended",['Highwalls'],,1273962,dlc,$1.99,0,0,"Apr 17, 2020","['Action', 'Casual', 'Indie']",,"['windows', 'mac']"
"Rainbows, toilets & unicorns - Entertainment Corp.",['Highwalls'],,1273963,dlc,$1.99,0,0,"Apr 17, 2020","['Action', 'Indie']",,"['windows', 'mac']"
Mortal Kombat 11: Aftermath + Kombat Pack Bundle,"['NetherRealm Studios', 'QLOC', 'Shiver']",,1273970,dlc,$0.00,0,0,"May 26, 2020",['Action'],,['windows']
Mortal Kombat 11: Aftermath Expansion,"['NetherRealm Studios', 'QLOC', 'Shiver']",,1273971,dlc,$39.99,0,0,"May 26, 2020",['Action'],,['windows']
HeatWave,['Perimeter Games'],['Perimeter Games'],1273980,game,$0.00,0,0,Coming Soon,"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy']",,['windows']
Castle Fight,['Team Californium'],['Team Californium'],1274020,game,$0.00,16,4,"Jun 15, 2020","['Action', 'Casual', 'Free To Play', 'Indie', 'Strategy']","Strategy, Free to Play, Casual, Action, Indie, Local Co-Op, Singleplayer",['windows']
Project Genesis Soundtrack,['8 CIRCUIT STUDIOS'],['8 CIRCUIT STUDIOS'],1274050,music,$0.00,0,0,"Apr 8, 2020",[],,"['windows', 'mac', 'linux']"
The Ball Adventure,['PG Entertainment'],['PG Entertainment'],1274060,game,$2.99,0,5,"Apr 21, 2020","['Action', 'Adventure', 'Strategy']","Action, Adventure, Strategy, Indie, Puzzle",['windows']
Operation Deep Magic - Advances in Cryptology 1,['1013133 Simulations'],['1013133 Simulations'],1274080,dlc,$0.00,0,0,Coming Soon,['Simulation'],,"['windows', 'mac', 'linux']"
Hotfix,['ol-web'],['ol-web'],1274090,game,$0.00,55,17,"Oct 21, 2020","['Action', 'Casual', 'Indie', 'Early Access']","Early Access, Pixel Graphics, 2D, Open World Survival Craft, Singleplayer, Survival, Sandbox, Exploration, Combat, Base-Building, Loot, Building, Action, Crafting, Open World, Procedural Generation, Mining, Shooter, Robots, Post-apocalyptic",['windows']
Eira: Echoes of Adventure,['No Scope Studios'],['No Scope Studios'],1273120,game,$0.00,30,3,"May 8, 2020","['Adventure', 'Casual', 'Indie']","Adventure, Indie, Casual, Exploration, Singleplayer, Free to Play","['windows', 'mac', 'linux']"
Fantasy Grounds - Devin Night TP125: Animals 3,"['SmiteWorks USA, LLC']",,1273140,dlc,$4.99,0,0,"Mar 31, 2020","['Indie', 'RPG', 'Strategy']",,"['windows', 'mac']"
Fall Of The Mafia,['QUIKGAMES'],['QUIKGAMES'],1273160,game,$0.99,5,2,"Apr 9, 2020","['Action', 'Indie']","Action, Indie, Gore, Violent, Strategy, Top-Down Shooter, Atmospheric",['windows']
Fantasy Grounds - Devin Night TP122: Wasteland Warriors 1,"['SmiteWorks USA, LLC']",,1273170,dlc,$4.99,0,0,"Mar 31, 2020","['Indie', 'RPG', 'Strategy']",,"['windows', 'mac']"
Glory Horse Racing,['Equilon'],['Equilon'],1273180,game,$3.99,10,8,"Sep 29, 2020","['Indie', 'Sports']","Sports, Simulation, Horses, Competitive, Singleplayer, Relaxing, Management, Score Attack, Real-Time, Strategy, Automobile Sim, Combat Racing, 3D, Gambling, Choices Matter, Early Access, Indie",['windows']
Human Resource Machine Soundtrack,['Tomorrow Corporation'],['Tomorrow Corporation'],1273200,music,$0.00,0,0,"Apr 6, 2020",[],,"['windows', 'mac', 'linux']"
Sphere - Flying Cities,['mañana studios'],['Assemble Entertainment'],1273220,game,$17.99,116,113,"Oct 13, 2022","['Indie', 'Simulation', 'Strategy']","Strategy, Survival, City Builder, Colony Sim, Singleplayer, 3D, Early Access, Sci-fi, Space, Retro, Cyberpunk, Atmospheric, Crafting, Narration, Mining, Resource Management, Exploration, Simulation, Building, Dystopian ",['windows']
Breakpoint,['Studio Aesthesia'],['The Quantum Astrophysicists Guild'],1273250,game,$4.99,223,8,"Sep 24, 2020","['Action', 'Casual', 'Indie']","Casual, Arcade, Score Attack, Twin Stick Shooter, Colorful, Retro, Fast-Paced, Space, 2D, Top-Down, Top-Down Shooter, Difficult, Sci-fi, Action, Hack and Slash, Shooter, Shoot 'Em Up, Futuristic, Indie, Controller","['windows', 'mac', 'linux']"
Corpse Party (2021),['MAGES.'],"['XSEED Games', 'Marvelous USA, Inc.']",1273260,game,$19.99,1092,94,"Oct 20, 2021","['Adventure', 'RPG']","Horror, Psychological Horror, Pixel Graphics, Choices Matter, Dark, Multiple Endings, Adventure, Story Rich, RPG, Anime, Supernatural, Exploration, JRPG, Visual Novel, Point & Click, Puzzle, Gore, 2D, Singleplayer, Violent","['windows', 'mac', 'linux']"
Blind Blade II,['Beijing Weimo Tech'],['Beijing Weimo Tech'],1273290,game,$1.99,8,1,"Apr 9, 2020","['Action', 'Adventure', 'Indie', 'RPG']","Action, Indie, Adventure, RPG, Gore, Violent, Ninja",['windows']
Strings Demo,['HNZK'],['HNZK'],1273300,demo,$0.00,0,0,"Mar 24, 2020",[],,['windows']
Tentacle Manor,['PinkPub18'],['PinkPub18'],1273320,game,$4.99,0,0,"Apr 30, 2020","['Action', 'Adventure', 'Indie']",,['windows']
A Night In Kyosaka,['Skyride Studios'],['Skyride Studios'],1273350,game,$0.00,0,0,Coming Soon,"['Adventure', 'Casual', 'Indie']",,"['windows', 'mac']"
A Night In Kyosaka Demo,['Skyride Studios'],['Skyride Studios'],1273360,demo,$0.00,0,0,"Aug 2, 2021",['Adventure'],,"['windows', 'mac']"
Weapons Genius VR,['Droid Riot'],[' Conglomerate 5'],1273380,game,$5.99,0,7,"Jun 12, 2020","['Action', 'Simulation']","Action, Simulation, VR, FPS, Gun Customization, Crafting, Building, Shooter, Economy, Resource Management, Great Soundtrack, 3D, First-Person, Atmospheric, Sniper, Singleplayer",['windows']
Construction Simulator,['weltenbauer. Software Entwicklung GmbH'],['astragon Entertainment'],1273400,game,$34.99,9147,1962,"Sep 20, 2022","['Casual', 'Simulation']","Simulation, Multiplayer, Building, Online Co-Op, Relaxing, Open World, Realistic, Driving, Education, Immersive Sim, Transportation, Automobile Sim, Physics, First-Person, Casual, Third Person, City Builder, Family Friendly, Singleplayer, Female Protagonist",['windows']
TINY METAL: FULL METAL RUMBLE Original Soundtrack,"['AREA 35, Inc.']","['AREA 34, Inc.']",1273420,music,$9.99,0,0,"Jul 27, 2021",[],,"['windows', 'mac', 'linux']"
iota,"['Ronald DeStefano', 'Brian Kraus']","['itb interactive LLC', 'Yogurt game']",1273430,game,$4.99,16,0,"Sep 24, 2020","['Action', 'Indie']","Indie, Action, Difficult, 2D, Precision Platformer, 2D Platformer, Platformer, Fast-Paced, Great Soundtrack, Soundtrack",['windows']
OverDrift Festival,['OverDrift Crew'],['OverDrift Crew'],1273440,game,$9.99,913,228,"Dec 21, 2022","['Massively Multiplayer', 'Racing', 'Simulation', 'Sports']","Racing, Simulation, Automobile Sim, Open World, Realistic, Sports, Driving, Multiplayer, Transportation, Physics, PvP, Massively Multiplayer, 3D, 6DOF, Singleplayer, Action, Choose Your Own Adventure, Co-op, Online Co-Op, Indie",['windows']
Selfless Heroes,['Félicien Brochu'],['Félicien Brochu'],1273450,game,$5.99,37,9,"Apr 14, 2020","['Indie', 'Simulation', 'Strategy']","Indie, Simulation, Strategy, Programming, Puzzle, Pixel Graphics, Difficult, Logic, 2D","['windows', 'linux']"
